index_id,as_of_date,Ticker,Name,Weight,Shares,Price
SPX,2005-12-31,EIX UN Equity,Edison International,--,--,43.61
SPX,2005-12-31,BOL UN Equity,Bausch & Lomb Inc,--,--,67.9
SPX,2005-12-31,FE UN Equity,FirstEnergy Corp,--,--,48.99
SPX,2005-12-31,FMCC UN Equity,Federal Home Loan Mortgage Corp,--,--,65.35
SPX,2005-12-31,FNMA UN Equity,Federal National Mortgage Association,--,--,48.81
SPX,2005-12-31,CMVT UQ Equity,Comverse Technology Inc,--,--,26.59
SPX,2005-12-31,NAV UN Equity,Navistar International Corp,--,--,28.62
SPX,2005-12-31,AA UN Equity,Alcoa Corp,--,--,29.57
SPX,2005-12-31,AXP UN Equity,American Express Co,--,--,51.46
SPX,2005-12-31,BA UN Equity,Boeing Co/The,--,--,70.24
SPX,2005-12-31,CAT UN Equity,Caterpillar Inc,--,--,57.77
SPX,2005-12-31,JPM UN Equity,JPMorgan Chase & Co,--,--,39.69
SPX,2005-12-31,CVX UN Equity,Chevron Corp,--,--,56.77
SPX,2005-12-31,KO UN Equity,Coca-Cola Co/The,--,--,40.31
SPX,2005-12-31,DIS UN Equity,Walt Disney Co/The,--,--,23.97
SPX,2005-12-31,1715651D UN Equity,EIDP Inc,--,--,42.5
SPX,2005-12-31,XOM UN Equity,Exxon Mobil Corp,--,--,56.17
SPX,2005-12-31,GE UN Equity,General Electric Co,--,--,35.05
SPX,2005-12-31,HPQ UN Equity,HP Inc,--,--,28.63
SPX,2005-12-31,HD UN Equity,Home Depot Inc/The,--,--,40.48
SPX,2005-12-31,IBM UN Equity,International Business Machines Corp,--,--,82.2
SPX,2005-12-31,JNJ UN Equity,Johnson & Johnson,--,--,60.1
SPX,2005-12-31,MCD UN Equity,McDonald's Corp,--,--,33.72
SPX,2005-12-31,MRK UN Equity,Merck & Co Inc,--,--,31.81
SPX,2005-12-31,MMM UN Equity,3M Co,--,--,77.5
SPX,2005-12-31,PFE UN Equity,Pfizer Inc,--,--,23.32
SPX,2005-12-31,PG UN Equity,Procter & Gamble Co/The,--,--,57.88
SPX,2005-12-31,T UN Equity,AT&T Inc,--,--,24.49
SPX,2005-12-31,TRV UN Equity,Travelers Cos Inc/The,--,--,44.67
SPX,2005-12-31,RTX UN Equity,RTX Corp,--,--,55.91
SPX,2005-12-31,WMT UN Equity,Walmart Inc,--,--,46.8
SPX,2005-12-31,MTLQQ UN Equity,Motors Liquidation Co,--,--,19.42
SPX,2005-12-31,CI UN Equity,Cigna Group/The,--,--,111.7
SPX,2005-12-31,C UN Equity,Citigroup Inc,--,--,48.53
SPX,2005-12-31,AIG UN Equity,American International Group Inc,--,--,68.23
SPX,2005-12-31,HON UN Equity,Honeywell International Inc,--,--,37.25
SPX,2005-12-31,MO UN Equity,Altria Group Inc,--,--,74.72
SPX,2005-12-31,INTC UQ Equity,Intel Corp,--,--,24.96
SPX,2005-12-31,MSFT UQ Equity,Microsoft Corp,--,--,26.15
SPX,2005-12-31,EKDKQ UN Equity,Eastman Kodak Co,--,--,23.4
SPX,2005-12-31,IP UN Equity,International Paper Co,--,--,33.61
SPX,2005-12-31,ABT UN Equity,Abbott Laboratories,--,--,39.43
SPX,2005-12-31,AMD UN Equity,Advanced Micro Devices Inc,--,--,30.6
SPX,2005-12-31,AFL UN Equity,Aflac Inc,--,--,46.42
SPX,2005-12-31,APD UN Equity,Air Products and Chemicals Inc,--,--,59.19
SPX,2005-12-31,1752754D UN Equity,Suntory Global Spirits Inc,--,--,78.02
SPX,2005-12-31,AEP UN Equity,American Electric Power Co Inc,--,--,37.09
SPX,2005-12-31,HES UN Equity,Hess Corp,--,--,126.82
SPX,2005-12-31,APC UN Equity,Anadarko Petroleum Corp,--,--,94.75
SPX,2005-12-31,ADI UN Equity,Analog Devices Inc,--,--,35.87
SPX,2005-12-31,ADM UN Equity,Archer-Daniels-Midland Co,--,--,24.66
SPX,2005-12-31,AZO UN Equity,AutoZone Inc,--,--,91.75
SPX,2005-12-31,APA UN Equity,APA Corp,--,--,68.52
SPX,2005-12-31,AVY UN Equity,Avery Dennison Corp,--,--,55.27
SPX,2005-12-31,AVP UN Equity,Avon Products Inc,--,--,28.55
SPX,2005-12-31,BHI UN Equity,Baker Hughes Holdings LLC,--,--,60.78
SPX,2005-12-31,BALL UN Equity,Ball Corp,--,--,39.72
SPX,2005-12-31,1972693D UN Equity,Constellation Energy Group Inc,--,--,57.6
SPX,2005-12-31,BK UN Equity,Bank of New York Mellon Corp/The,--,--,31.85
SPX,2005-12-31,BCR UN Equity,CR Bard Inc,--,--,65.92
SPX,2005-12-31,BDX UN Equity,Becton Dickinson & Co,--,--,60.08
SPX,2005-12-31,BMS UN Equity,Amcor Flexibles North America Inc,--,--,27.87
SPX,2005-12-31,BBY UN Equity,Best Buy Co Inc,--,--,43.48
SPX,2005-12-31,HRB UN Equity,H&R Block Inc,--,--,24.55
SPX,2005-12-31,BSX UN Equity,Boston Scientific Corp,--,--,24.49
SPX,2005-12-31,BMY UN Equity,Bristol-Myers Squibb Co,--,--,22.98
SPX,2005-12-31,BF/B UN Equity,Brown-Forman Corp,--,--,69.32
SPX,2005-12-31,CPB UN Equity,Campbell's Company/The,--,--,29.77
SPX,2005-12-31,CCL UN Equity,Carnival Corp,--,--,53.47
SPX,2005-12-31,LUMN UN Equity,Lumen Technologies Inc,--,--,33.16
SPX,2005-12-31,9876566D UN Equity,Chubb Corp/The,--,--,97.65
SPX,2005-12-31,CLX UN Equity,Clorox Co/The,--,--,56.89
SPX,2005-12-31,CMS UN Equity,CMS Energy Corp,--,--,14.51
SPX,2005-12-31,CCEP UN Equity,Coca-Cola Europacific Partners PLC,--,--,19.17
SPX,2005-12-31,CL UN Equity,Colgate-Palmolive Co,--,--,54.85
SPX,2005-12-31,CMA UN Equity,Comerica Inc,--,--,56.76
SPX,2005-12-31,2596516D UN Equity,Computer Sciences Corp,--,--,50.64
SPX,2005-12-31,CAG UN Equity,Conagra Brands Inc,--,--,20.28
SPX,2005-12-31,ED UN Equity,Consolidated Edison Inc,--,--,46.33
SPX,2005-12-31,BIGGQ UN Equity,Big Lots Inc,--,--,12.01
SPX,2005-12-31,CBE UN Equity,Cooper Industries PLC,--,--,73
SPX,2005-12-31,GLW UN Equity,Corning Inc,--,--,19.66
SPX,2005-12-31,CSX UN Equity,CSX Corp,--,--,50.77
SPX,2005-12-31,CMI UN Equity,Cummins Inc,--,--,89.73
SPX,2005-12-31,DHR UN Equity,Danaher Corp,--,--,55.78
SPX,2005-12-31,TGT UN Equity,Target Corp,--,--,54.97
SPX,2005-12-31,DE UN Equity,Deere & Co,--,--,68.11
SPX,2005-12-31,D UN Equity,Dominion Energy Inc,--,--,77.2
SPX,2005-12-31,DOV UN Equity,Dover Corp,--,--,40.49
SPX,2005-12-31,1697067D UN Equity,Dow Chemical Co/The,--,--,43.82
SPX,2005-12-31,DUK UN Equity,Duke Energy Corp,--,--,27.45
SPX,2005-12-31,ETN UN Equity,Eaton Corp PLC,--,--,67.09
SPX,2005-12-31,ECL UN Equity,Ecolab Inc,--,--,36.27
SPX,2005-12-31,RVTY UN Equity,Revvity Inc,--,--,23.56
SPX,2005-12-31,1996074D UN Equity,El Paso LLC,--,--,12.16
SPX,2005-12-31,2258717D UN Equity,EMC Corp,--,--,13.62
SPX,2005-12-31,EMR UN Equity,Emerson Electric Co,--,--,74.7
SPX,2005-12-31,EOG UN Equity,EOG Resources Inc,--,--,73.37
SPX,2005-12-31,AON UN Equity,Aon PLC,--,--,35.95
SPX,2005-12-31,ETR UN Equity,Entergy Corp,--,--,68.65
SPX,2005-12-31,EFX UN Equity,Equifax Inc,--,--,38.02
SPX,2005-12-31,1831877D UN Equity,XL Group Ltd,--,--,67.38
SPX,2005-12-31,FDO UN Equity,Family Dollar Stores LLC,--,--,24.79
SPX,2005-12-31,FDX UN Equity,FedEx Corp,--,--,103.39
SPX,2005-12-31,M UN Equity,Macy's Inc,--,--,66.33
SPX,2005-12-31,F UN Equity,Ford Motor Co,--,--,7.72
SPX,2005-12-31,NEE UN Equity,NextEra Energy Inc,--,--,41.56
SPX,2005-12-31,BEN UN Equity,Franklin Resources Inc,--,--,94.01
SPX,2005-12-31,FCX UN Equity,Freeport-McMoRan Inc,--,--,53.8
SPX,2005-12-31,TGNA UN Equity,TEGNA Inc,--,--,60.57
SPX,2005-12-31,GAP UN Equity,Gap Inc/The,--,--,17.64
SPX,2005-12-31,GD UN Equity,General Dynamics Corp,--,--,114.05
SPX,2005-12-31,GIS UN Equity,General Mills Inc,--,--,49.32
SPX,2005-12-31,GPC UN Equity,Genuine Parts Co,--,--,43.92
SPX,2005-12-31,GR UN Equity,Goodrich Corp,--,--,41.1
SPX,2005-12-31,GT UN Equity,Goodyear Tire & Rubber Co/The,--,--,17.38
SPX,2005-12-31,GWW UN Equity,WW Grainger Inc,--,--,71.1
SPX,2005-12-31,HAL UN Equity,Halliburton Co,--,--,61.96
SPX,2005-12-31,HOG UN Equity,Harley-Davidson Inc,--,--,51.49
SPX,2005-12-31,HNZ UN Equity,Kraft Heinz Foods Co,--,--,33.72
SPX,2005-12-31,HSY UN Equity,Hershey Co/The,--,--,55.25
SPX,2005-12-31,HOT UN Equity,Starwood Hotels & Resorts Worldwide LLC,--,--,63.86
SPX,2005-12-31,CNP UN Equity,CenterPoint Energy Inc,--,--,12.85
SPX,2005-12-31,HUM UN Equity,Humana Inc,--,--,54.33
SPX,2005-12-31,ITW UN Equity,Illinois Tool Works Inc,--,--,87.99
SPX,2005-12-31,TT UN Equity,Trane Technologies PLC,--,--,40.37
SPX,2005-12-31,IPG UN Equity,Interpublic Group of Cos Inc/The,--,--,9.65
SPX,2005-12-31,IFF UN Equity,International Flavors & Fragrances Inc,--,--,33.5
SPX,2005-12-31,9876544D UN Equity,International Game Technology,--,--,30.78
SPX,2005-12-31,1436513D UN Equity,Johnson Controls Inc,--,--,72.91
SPX,2005-12-31,K UN Equity,Kellanova,--,--,43.22
SPX,2005-12-31,KMB UN Equity,Kimberly-Clark Corp,--,--,59.65
SPX,2005-12-31,KSS UN Equity,Kohl's Corp,--,--,48.6
SPX,2005-12-31,KR UN Equity,Kroger Co/The,--,--,18.88
SPX,2005-12-31,LEG UN Equity,Leggett & Platt Inc,--,--,22.96
SPX,2005-12-31,LEN UN Equity,Lennar Corp,--,--,61.02
SPX,2005-12-31,LLY UN Equity,Eli Lilly & Co,--,--,56.59
SPX,2005-12-31,CAR UN Equity,Avis Budget Group Inc,--,--,17.25
SPX,2005-12-31,BBWI UN Equity,Bath & Body Works Inc,--,--,22.35
SPX,2005-12-31,0202445Q UN Equity,EMD Millipore Corp,--,--,66.04
SPX,2005-12-31,LNC UN Equity,Lincoln National Corp,--,--,53.03
SPX,2005-12-31,XTO UN Equity,XTO Energy Inc,--,--,43.94
SPX,2005-12-31,L UN Equity,Loews Corp,--,--,94.85
SPX,2005-12-31,1524867D UN Equity,BJ Services Co,--,--,36.67
SPX,2005-12-31,LOW UN Equity,Lowe's Cos Inc,--,--,66.66
SPX,2005-12-31,BDK UN Equity,Black & Decker Corp/The,--,--,86.96
SPX,2005-12-31,1431816D UN Equity,LSI Corp,--,--,8
SPX,2005-12-31,XRX UN Equity,Xerox Holdings Corp,--,--,14.65
SPX,2005-12-31,PBG UN Equity,Pepsi Bottling Group Inc/The,--,--,28.61
SPX,2005-12-31,MMC UN Equity,Marsh & McLennan Cos Inc,--,--,31.76
SPX,2005-12-31,BNI UN Equity,Burlington Northern Santa Fe LLC,--,--,70.82
SPX,2005-12-31,MAS UN Equity,Masco Corp,--,--,30.19
SPX,2005-12-31,8277831Q UN Equity,Affiliated Computer Services Inc,--,--,59.18
SPX,2005-12-31,SPGI UN Equity,S&P Global Inc,--,--,51.63
SPX,2005-12-31,MDT UN Equity,Medtronic PLC,--,--,57.57
SPX,2005-12-31,SGP UN Equity,Schering-Plough Corp/Pre-merger with Merck & Co Inc,--,--,20.85
SPX,2005-12-31,CVS UN Equity,CVS Health Corp,--,--,26.42
SPX,2005-12-31,WYE UN Equity,Wyeth LLC,--,--,46.07
SPX,2005-12-31,0226226D UN Equity,Centex LLC,--,--,71.49
SPX,2005-12-31,MSI UN Equity,Motorola Solutions Inc,--,--,22.59
SPX,2005-12-31,CITGQ UN Equity,CIT Group Inc/Old,--,--,51.78
SPX,2005-12-31,MUR UN Equity,Murphy Oil Corp,--,--,53.99
SPX,2005-12-31,ROH UN Equity,Rohm and Haas Co,--,--,48.42
SPX,2005-12-31,9980328D UN Equity,Laboratory Corp of America Holdings,--,--,53.85
SPX,2005-12-31,SOV UN Equity,Santander Holdings USA Inc,--,--,21.62
SPX,2005-12-31,THC UN Equity,Tenet Healthcare Corp,--,--,7.66
SPX,2005-12-31,3517233Q UN Equity,UST LLC,--,--,40.83
SPX,2005-12-31,NWL UN Equity,Newell Brands Inc,--,--,23.78
SPX,2005-12-31,1255173D UN Equity,Wachovia Corp,--,--,52.86
SPX,2005-12-31,NEM UN Equity,Newmont Corp,--,--,53.4
SPX,2005-12-31,MER UN Equity,Merrill Lynch & Co Inc,--,--,67.73
SPX,2005-12-31,NCC UN Equity,National City Corp,--,--,33.57
SPX,2005-12-31,NKE UN Equity,NIKE Inc,--,--,86.79
SPX,2005-12-31,NI UN Equity,NiSource Inc,--,--,20.86
SPX,2005-12-31,AW UN Equity,Allied Waste Industries LLC,--,--,8.74
SPX,2005-12-31,3286728Q UN Equity,Applied Biosystems Inc,--,--,26.56
SPX,2005-12-31,NSC UN Equity,Norfolk Southern Corp,--,--,44.83
SPX,2005-12-31,3393199Q UN Equity,Anheuser-Busch Cos Inc,--,--,42.96
SPX,2005-12-31,WWY UN Equity,Wm Wrigley Jr Co,--,--,66.49
SPX,2005-12-31,NOC UN Equity,Northrop Grumman Corp,--,--,60.11
SPX,2005-12-31,3022239Q UN Equity,Wendy's International LLC,--,--,55.26
SPX,2005-12-31,WFC UN Equity,Wells Fargo & Co,--,--,62.83
SPX,2005-12-31,NUE UN Equity,Nucor Corp,--,--,66.72
SPX,2005-12-31,3423152Q UN Equity,Peraton Enterprise Solutions LLC,--,--,24.04
SPX,2005-12-31,2968900Q UN Equity,iHeartCommunications Inc,--,--,31.45
SPX,2005-12-31,OMC UN Equity,Omnicom Group Inc,--,--,85.13
SPX,2005-12-31,CFC UN Equity,Countrywide Financial Corp,--,--,34.19
SPX,2005-12-31,5656565D UN Equity,Trane Inc,--,--,39.95
SPX,2005-12-31,PCG UN Equity,PG&E Corp,--,--,37.12
SPX,2005-12-31,PH UN Equity,Parker-Hannifin Corp,--,--,65.96
SPX,2005-12-31,HET UN Equity,Caesars Entertainment Corp/Old,--,--,71.29
SPX,2005-12-31,PPL UN Equity,PPL Corp,--,--,29.4
SPX,2005-12-31,TRB UN Equity,Tribune Co/Old,--,--,30.26
SPX,2005-12-31,CPPRQ UN Equity,Old Copper Co Inc,--,--,55.6
SPX,2005-12-31,DJ UN Equity,Dow Jones & Co Inc,--,--,35.49
SPX,2005-12-31,PEP UN Equity,PepsiCo Inc,--,--,59.08
SPX,2005-12-31,3692470Q UN Equity,Alltel Corp,--,--,63.1
SPX,2005-12-31,EXC UN Equity,Exelon Corp,--,--,53.14
SPX,2005-12-31,2502261D UN Equity,Tektronix Inc,--,--,28.21
SPX,2005-12-31,COP UN Equity,ConocoPhillips,--,--,58.18
SPX,2005-12-31,1719868D UN Equity,Manor Care Inc,--,--,39.77
SPX,2005-12-31,PHM UN Equity,PulteGroup Inc,--,--,39.36
SPX,2005-12-31,PNW UN Equity,Pinnacle West Capital Corp,--,--,41.35
SPX,2005-12-31,0574018D UN Equity,Archstone-Smith Trust,--,--,41.89
SPX,2005-12-31,PBI UN Equity,Pitney Bowes Inc,--,--,42.25
SPX,2005-12-31,2641504Q UN Equity,Solectron Corp,--,--,3.66
SPX,2005-12-31,2584271D UN Equity,Plum Creek Timber Co Inc,--,--,36.05
SPX,2005-12-31,1317355D UN Equity,First Data Corp,--,--,43.01
SPX,2005-12-31,PNC UN Equity,PNC Financial Services Group Inc/The,--,--,61.83
SPX,2005-12-31,PPG UN Equity,PPG Industries Inc,--,--,57.9
SPX,2005-12-31,KSE UN Equity,KeySpan Corp,--,--,35.69
SPX,2005-12-31,1922150D UN Equity,Linde Inc/CT,--,--,52.96
SPX,2005-12-31,3403545Q UN Equity,Dollar General Corp/Old,--,--,19.07
SPX,2005-12-31,PGR UN Equity,Progressive Corp/The,--,--,116.78
SPX,2005-12-31,MEL UN Equity,Mellon Financial Corp,--,--,34.25
SPX,2005-12-31,PEG UN Equity,Public Service Enterprise Group Inc,--,--,64.97
SPX,2005-12-31,RTN UN Equity,Raytheon Co,--,--,40.15
SPX,2005-12-31,RHI UN Equity,Robert Half Inc,--,--,37.89
SPX,2005-12-31,1528159D UN Equity,Sabre Holdings Corp,--,--,24.11
SPX,2005-12-31,RDC UN Equity,Rowan Cos Ltd,--,--,35.64
SPX,2005-12-31,1293405D UN Equity,Univision Communications Inc,--,--,29.39
SPX,2005-12-31,CMX UN Equity,Caremark Rx Inc,--,--,51.79
SPX,2005-12-31,SWY UN Equity,Safeway Inc,--,--,23.66
SPX,2005-12-31,HSH UN Equity,Hillshire Brands Co/The,--,--,18.9
SPX,2005-12-31,PGL UN Equity,Peoples Energy LLC,--,--,35.07
SPX,2005-12-31,EOP UN Equity,Equity Office Properties Trust,--,--,30.33
SPX,2005-12-31,SLB UN Equity,SLB Ltd,--,--,97.15
SPX,2005-12-31,2987536Q UN Equity,Symbol Technologies LLC,--,--,12.82
SPX,2005-12-31,BLS UN Equity,BellSouth LLC,--,--,27.1
SPX,2005-12-31,SHW UN Equity,Sherwin-Williams Co/The,--,--,45.42
SPX,2005-12-31,FSL/B UN Equity,NXP USA Inc,--,--,25.17
SPX,2005-12-31,NFB UN Equity,North Fork Bancorporation Inc,--,--,27.36
SPX,2005-12-31,SNA UN Equity,Snap-on Inc,--,--,37.56
SPX,2005-12-31,1837572D UN Equity,Nokia of America Corp,--,--,2.66
SPX,2005-12-31,SO UN Equity,Southern Co/The,--,--,34.53
SPX,2005-12-31,TFC UN Equity,Truist Financial Corp,--,--,41.91
SPX,2005-12-31,3605818Q UN Equity,HCA Inc/Old,--,--,50.5
SPX,2005-12-31,LUV UN Equity,Southwest Airlines Co,--,--,16.43
SPX,2005-12-31,FSH UN Equity,Fisher Scientific International LLC,--,--,61.86
SPX,2005-12-31,3133754Q UN Equity,AmSouth Bancorp,--,--,26.21
SPX,2005-12-31,0848680D UN Equity,Sprint Communications LLC,--,--,23.36
SPX,2005-12-31,GDW UN Equity,Golden West Financial Corp,--,--,66
SPX,2005-12-31,SWK UN Equity,Stanley Black & Decker Inc,--,--,48.04
SPX,2005-12-31,PSA UN Equity,Public Storage,--,--,67.72
SPX,2005-12-31,0544749D UN Equity,Kerr-McGee Corp,--,--,90.86
SPX,2005-12-31,1086832D UN Equity,ETC Sunoco Holdings LLC,--,--,78.38
SPX,2005-12-31,GTW UN Equity,Gateway Inc,--,--,2.51
SPX,2005-12-31,2370058D UN Equity,SunTrust Banks Inc,--,--,72.76
SPX,2005-12-31,ANDW UQ Equity,CommScope Technologies LLC,--,--,10.73
SPX,2005-12-31,SVU UN Equity,SUPERVALU Inc,--,--,32.48
SPX,2005-12-31,0964591D UQ Equity,Biomet Inc,--,--,36.57
SPX,2005-12-31,SYY UN Equity,Sysco Corp,--,--,31.05
SPX,2005-12-31,1920486D UQ Equity,Oracle America Inc,--,--,4.19
SPX,2005-12-31,1500785D UN Equity,TECO Energy Inc,--,--,17.18
SPX,2005-12-31,2307532Q UQ Equity,Schneider Electric IT Corp,--,--,22
SPX,2005-12-31,TER UN Equity,Teradyne Inc,--,--,14.57
SPX,2005-12-31,8206908Q UQ Equity,BBVA USA Bancshares Inc,--,--,48.29
SPX,2005-12-31,2207158D UQ Equity,Medimmune LLC,--,--,35.02
SPX,2005-12-31,1649858D UQ Equity,Safeco Corp,--,--,56.5
SPX,2005-12-31,TXT UN Equity,Textron Inc,--,--,76.98
SPX,2005-12-31,KRI UN Equity,Knight Ridder Inc,--,--,63.3
SPX,2005-12-31,TMO UN Equity,Thermo Fisher Scientific Inc,--,--,30.13
SPX,2005-12-31,2999130Q UN Equity,BASF Catalysts LLC,--,--,30.15
SPX,2005-12-31,2078185D UN Equity,Tiffany & Co,--,--,38.29
SPX,2005-12-31,1312089D UN Equity,Albertson's LLC,--,--,21.35
SPX,2005-12-31,TJX UN Equity,TJX Cos Inc/The,--,--,23.23
SPX,2005-12-31,GDT UN Equity,Guidant LLC,--,--,64.75
SPX,2005-12-31,GL UN Equity,Globe Life Inc,--,--,55.6
SPX,2005-12-31,1683351D UQ Equity,Novartis Vaccines and Diagnostics Inc,--,--,44.46
SPX,2005-12-31,929530Q UN Equity,Burlington Resources Inc,--,--,86.2
SPX,2005-12-31,JCI UN Equity,Johnson Controls International plc,--,--,28.86
SPX,2005-12-31,CIN UN Equity,Cinergy Corp,--,--,42.46
SPX,2005-12-31,UNP UN Equity,Union Pacific Corp,--,--,80.51
SPX,2005-12-31,3080867Q UN Equity,Maytag Corp,--,--,18.82
SPX,2005-12-31,UNH UN Equity,UnitedHealth Group Inc,--,--,62.14
SPX,2005-12-31,UNM UN Equity,Unum Group,--,--,22.75
SPX,2005-12-31,MRO UN Equity,Marathon Oil Corp,--,--,60.97
SPX,2005-12-31,X UN Equity,United States Steel Corp,--,--,48.07
SPX,2005-12-31,VFC UN Equity,VF Corp,--,--,55.34
SPX,2005-12-31,VNO UN Equity,Vornado Realty Trust,--,--,83.47
SPX,2005-12-31,VMC UN Equity,Vulcan Materials Co,--,--,67.75
SPX,2005-12-31,WBA UN Equity,Walgreens Boots Alliance Inc,--,--,44.26
SPX,2005-12-31,WY UN Equity,Weyerhaeuser Co,--,--,66.34
SPX,2005-12-31,WHR UN Equity,Whirlpool Corp,--,--,83.76
SPX,2005-12-31,WMB UN Equity,Williams Cos Inc/The,--,--,23.17
SPX,2005-12-31,AES UN Equity,AES Corp/The,--,--,15.83
SPX,2005-12-31,TAP UN Equity,Molson Coors Beverage Co,--,--,66.99
SPX,2005-12-31,MKC UN Equity,McCormick & Co Inc/MD,--,--,30.92
SPX,2005-12-31,JWN UN Equity,Nordstrom Inc,--,--,37.4
SPX,2005-12-31,STJ UN Equity,St Jude Medical Inc,--,--,50.2
SPX,2005-12-31,SYK UN Equity,Stryker Corp,--,--,44.43
SPX,2005-12-31,TSN UN Equity,Tyson Foods Inc,--,--,17.1
SPX,2005-12-31,TWX UN Equity,Time Warner Inc,--,--,17.44
SPX,2005-12-31,CAH UN Equity,Cardinal Health Inc,--,--,68.75
SPX,2005-12-31,CVH UN Equity,Coventry Health Care Inc,--,--,56.96
SPX,2005-12-31,DHI UN Equity,DR Horton Inc,--,--,35.73
SPX,2005-12-31,MTB UN Equity,M&T Bank Corp,--,--,109.05
SPX,2005-12-31,1858968D UN Equity,Forest Laboratories Inc,--,--,40.68
SPX,2005-12-31,FHN UN Equity,First Horizon Corp,--,--,38.44
SPX,2005-12-31,NBR UN Equity,Nabors Industries Ltd,--,--,75.75
SPX,2005-12-31,NEBLQ UN Equity,Noble Holding Corp PLC,--,--,70.54
SPX,2005-12-31,1684442D UN Equity,Pall Corp,--,--,26.86
SPX,2005-12-31,AN UN Equity,AutoNation Inc,--,--,21.73
SPX,2005-12-31,KEY UN Equity,KeyCorp,--,--,32.93
SPX,2005-12-31,STT UN Equity,State Street Corp,--,--,55.44
SPX,2005-12-31,USB UN Equity,US Bancorp,--,--,29.89
SPX,2005-12-31,WM UN Equity,Waste Management Inc,--,--,30.35
SPX,2005-12-31,AGN UN Equity,Allergan UnLtd Co,--,--,32.51
SPX,2005-12-31,STZ UN Equity,Constellation Brands Inc,--,--,26.23
SPX,2005-12-31,MS UN Equity,Morgan Stanley,--,--,56.74
SPX,2005-12-31,CB UN Equity,Chubb Ltd,--,--,53.44
SPX,2005-12-31,JBL UN Equity,Jabil Inc,--,--,37.09
SPX,2005-12-31,ALL UN Equity,Allstate Corp/The,--,--,54.07
SPX,2005-12-31,EQR UN Equity,Equity Residential,--,--,39.12
SPX,2005-12-31,SPG UN Equity,Simon Property Group Inc,--,--,76.63
SPX,2005-12-31,EMN UN Equity,Eastman Chemical Co,--,--,51.59
SPX,2005-12-31,PRU UN Equity,Prudential Financial Inc,--,--,73.19
SPX,2005-12-31,UPS UN Equity,United Parcel Service Inc,--,--,75.15
SPX,2005-12-31,AIV UN Equity,Apartment Investment and Management Co,--,--,37.87
SPX,2005-12-31,MCK UN Equity,McKesson Corp,--,--,51.59
SPX,2005-12-31,LMT UN Equity,Lockheed Martin Corp,--,--,63.63
SPX,2005-12-31,COR UN Equity,Cencora Inc,--,--,41.4
SPX,2005-12-31,COF UN Equity,Capital One Financial Corp,--,--,86.4
SPX,2005-12-31,WAT UN Equity,Waters Corp,--,--,37.8
SPX,2005-12-31,DRI UN Equity,Darden Restaurants Inc,--,--,38.88
SPX,2005-12-31,LXK UN Equity,Lexmark International Inc,--,--,44.83
SPX,2005-12-31,FHI UN Equity,Federated Hermes Inc,--,--,37.04
SPX,2005-12-31,HIG UN Equity,Hartford Insurance Group Inc/The,--,--,85.89
SPX,2005-12-31,1518855D US Equity,Yahoo! Inc - Set up for Fundamental Purposes,--,--,39.18
SPX,2005-12-31,PFG UN Equity,Principal Financial Group Inc,--,--,47.43
SPX,2005-12-31,ATI UN Equity,ATI Inc,--,--,36.08
SPX,2005-12-31,NOV UN Equity,NOV Inc,--,--,62.7
SPX,2005-12-31,DGX UN Equity,Quest Diagnostics Inc,--,--,51.48
SPX,2005-12-31,ROK UN Equity,Rockwell Automation Inc,--,--,59.16
SPX,2005-12-31,VLO UN Equity,Valero Energy Corp,--,--,51.6
SPX,2005-12-31,1927294D UN Equity,L3 Technologies Inc,--,--,74.35
SPX,2005-12-31,YUM UN Equity,Yum! Brands Inc,--,--,46.88
SPX,2005-12-31,AEE UN Equity,Ameren Corp,--,--,51.24
SPX,2005-12-31,MAR UN Equity,Marriott International Inc/MD,--,--,66.97
SPX,2005-12-31,SEE UN Equity,Sealed Air Corp,--,--,56.17
SPX,2005-12-31,GS UN Equity,Goldman Sachs Group Inc/The,--,--,127.71
SPX,2005-12-31,SRE UN Equity,Sempra,--,--,44.84
SPX,2005-12-31,MCO UN Equity,Moody's Corp,--,--,61.42
SPX,2005-12-31,RAI UN Equity,Reynolds American Inc,--,--,95.33
SPX,2005-12-31,DVN UN Equity,Devon Energy Corp,--,--,62.54
SPX,2005-12-31,A UN Equity,Agilent Technologies Inc,--,--,33.29
SPX,2005-12-31,ELV UN Equity,Elevance Health Inc,--,--,79.79
SPX,2005-12-31,DTE UN Equity,DTE Energy Co,--,--,43.19
SPX,2005-12-31,TXN UN Equity,Texas Instruments Inc,--,--,32.07
SPX,2005-12-31,MET UN Equity,MetLife Inc,--,--,49
SPX,2005-12-31,1856613D UN Equity,Monsanto Co,--,--,77.53
SPX,2005-12-31,TPR UN Equity,Tapestry Inc,--,--,33.34
SPX,2005-12-31,FTRCQ UN Equity,Frontier Communications Corp,--,--,12.23
SPX,2005-12-31,FLR UN Equity,Fluor Corp,--,--,77.26
SPX,2005-12-31,0111145D UN Equity,Nicor Inc,--,--,39.31
SPX,2005-12-31,0961514D UN Equity,Progress Energy Inc,--,--,43.92
SPX,2005-12-31,SLM UN Equity,SLM Corp,--,--,55.09
SPX,2005-12-31,AMP UN Equity,Ameriprise Financial Inc,--,--,41
SPX,2005-12-31,XEL UN Equity,Xcel Energy Inc,--,--,18.46
SPX,2005-12-31,JNS UN Equity,Janus Henderson US Holdings Inc,--,--,18.63
SPX,2005-12-31,COL UN Equity,Rockwell Collins Inc,--,--,46.47
